AgentId, Run0, Run1, Run2, Run3, Run4, Run5, Run6, Run7, Run8, Run9
108, false, true, false, true, true, false, false, true, false, true
109, true, true, false, false, true, false, true, true, false, false
110, true, false, false, true, true, false, true, true, true, false
111, false, false, true, false, false, false, true, true, true, true
112, true, true, true, true, true, true, true, true, true, true
113, false, true, false, true, true, true, false, true, true, true
114, true, true, false, true, true, false, true, false, true, true
115, false, false, true, true, false, false, false, false, true, false
116, true, false, false, false, false, true, false, true, true, true
117, true, true, true, true, true, true, false, true, true, true
118, true, true, true, false, true, false, true, true, true, false
119, false, false, true, false, true, true, false, false, true, false
120, false, false, false, false, true, false, false, true, false, false
121, false, true, true, false, true, true, true, false, true, true
122, true, false, true, true, true, true, false, false, true, false
123, false, true, true, false, true, false, true, true, false, true
124, true, true, false, true, false, true, false, true, false, true
125, false, false, true, true, false, true, true, false, true, false
126, true, false, false, false, true, false, true, true, true, true
127, true, false, false, true, false, false, false, true, true, true
128, true, true, true, true, false, true, false, true, false, false
129, true, true, true, true, false, false, true, false, true, true
130, false, false, false, true, true, true, true, false, false, false
131, false, false, false, false, true, true, true, false, true, false
132, false, true, false, true, true, false, true, false, false, true
133, true, false, true, false, true, false, false, true, true, true
134, true, false, true, false, true, true, true, true, true, false
135, false, true, false, false, false, true, false, false, true, false
136, false, false, true, true, false, true, true, false, false, false
137, true, true, false, true, true, false, false, false, false, false
138, false, true, true, true, true, true, true, true, false, false
139, true, true, true, false, true, false, false, false, true, true
140, true, true, true, true, true, true, false, true, false, true
141, true, false, false, false, false, false, true, true, true, false
142, true, true, true, true, false, true, false, true, true, true
143, true, false, false, false, true, true, false, true, true, true
144, true, true, true, false, false, false, true, false, true, true
145, true, true, true, true, true, false, true, false, false, true
146, false, true, false, true, true, false, true, false, false, true
147, true, true, true, false, true, true, false, false, false, true
148, true, false, false, false, false, false, true, false, false, true
149, true, true, true, true, true, true, false, true, true, false
150, false, false, true, true, false, true, false, true, false, true
151, false, true, false, true, false, false, true, true, false, false
152, true, true, false, false, false, false, true, true, true, false
153, false, false, true, true, true, true, true, true, true, true
154, false, true, true, true, false, true, true, true, true, true
155, false, false, false, true, false, true, true, true, true, true
156, true, true, true, false, true, false, true, true, false, true
157, false, false, false, false, true, true, false, false, true, true
158, false, true, true, true, false, true, true, false, true, false
159, true, true, false, false, true, true, false, true, true, true
160, true, false, true, true, false, false, false, true, false, true
161, true, false, true, false, true, false, false, true, false, false
162, true, true, true, true, true, true, false, false, true, false
163, false, true, true, true, false, true, true, false, true, false
164, true, false, false, false, true, true, true, false, true, true
165, true, true, false, true, false, false, true, true, true, true
166, true, true, true, false, false, false, true, true, true, true
167, true, true, true, true, false, true, false, false, false, false
168, false, false, false, false, true, true, true, true, false, false
169, false, true, false, true, true, true, true, false, true, true
170, true, true, true, false, false, false, false, true, true, true
171, true, false, true, false, false, false, true, false, false, true
172, true, false, false, false, false, true, true, true, false, true
173, true, true, true, true, false, true, false, false, true, true
174, true, false, false, true, false, false, true, true, true, false
175, false, false, true, true, true, false, true, true, true, true
176, false, false, false, false, true, false, false, false, true, true
177, false, true, false, true, false, false, false, false, false, true
178, true, false, false, false, true, true, true, false, false, true
179, false, true, true, true, true, true, true, false, false, true
180, true, false, false, true, false, true, true, true, true, true
181, false, false, true, true, false, true, false, true, false, true
182, false, true, true, true, true, false, true, true, true, true
183, false, true, true, false, true, false, false, false, false, false
184, false, true, false, true, true, true, false, true, true, true
185, true, true, true, true, true, true, false, false, false, false
186, true, false, true, false, true, true, true, false, false, false
187, true, true, false, false, true, false, true, false, false, false
188, false, true, true, true, false, true, false, true, false, true
189, true, true, true, false, true, true, false, false, false, true
190, true, true, true, true, true, false, false, true, true, true
191, true, false, true, true, true, false, true, true, true, true
192, true, false, false, true, false, true, false, true, false, true
193, false, false, false, false, false, false, false, true, true, true
194, true, true, false, false, false, false, true, true, true, false
195, true, true, false, false, false, true, true, true, true, false
196, false, false, true, false, true, false, false, true, false, true
197, false, false, true, false, true, false, false, true, true, true
198, true, true, true, true, true, false, false, true, false, true
199, true, false, true, true, true, true, false, true, true, true
200, false, false, false, true, true, true, true, true, false, true
201, true, true, true, true, true, false, true, false, false, true
202, false, true, false, true, false, true, true, true, true, false
203, true, false, true, true, false, true, true, false, false, true
204, false, true, false, true, false, true, true, false, false, true
205, false, false, true, true, true, true, true, false, true, false
206, true, false, false, true, false, true, true, true, false, true
207, true, true, true, true, false, false, true, true, true, false
208, true, true, true, true, true, true, false, false, false, false
209, false, true, false, true, true, true, true, true, true, false
210, false, true, true, true, true, false, true, true, true, false
211, true, false, false, false, true, true, false, true, true, true
212, false, true, false, false, false, false, false, false, true, false
213, false, true, true, true, false, true, false, true, false, false
214, true, true, false, true, false, false, true, true, true, false
215, false, true, true, false, true, false, false, false, true, false
216, true, true, true, false, false, true, false, true, false, true
217, true, false, false, false, false, true, false, true, true, true
218, false, true, true, true, true, true, true, true, true, true
219, false, true, false, true, true, true, true, false, true, true
220, true, false, true, true, true, true, true, false, false, true
221, true, false, true, true, true, false, false, true, true, true
222, false, true, true, true, true, false, true, false, true, false
223, false, true, false, false, true, true, false, false, true, true
224, false, true, false, false, false, true, true, false, false, false
225, true, true, false, true, true, false, true, false, false, false
226, true, true, false, true, true, false, true, true, false, false
227, false, true, true, true, true, false, true, true, true, true
228, true, true, true, true, false, false, true, true, false, true
229, false, false, false, false, true, false, true, true, true, false
230, false, false, false, true, false, true, true, false, true, false
231, true, false, false, false, true, true, true, true, false, true
232, true, false, true, true, true, true, true, false, true, true
233, false, true, true, true, false, true, false, true, false, true
234, true, false, false, false, true, false, true, false, true, true
235, true, true, false, false, false, true, true, false, true, false
236, true, true, true, true, false, true, true, true, false, true
237, false, true, false, false, true, true, true, false, false, true
238, false, false, true, false, true, false, true, false, false, true
239, true, false, true, true, true, true, false, false, false, false
240, true, false, false, true, true, false, false, false, false, true
241, false, true, true, false, true, false, false, true, true, false
242, false, true, true, false, false, false, true, false, false, false
243, false, true, true, true, true, false, true, false, true, true
244, true, true, false, true, false, true, false, true, false, false
245, true, false, true, true, true, true, true, true, false, false
246, false, true, true, true, true, true, false, false, false, true
247, true, true, false, true, false, false, false, true, false, true
248, true, false, true, false, true, false, false, false, true, true
249, true, true, false, true, true, true, true, false, true, false
250, false, true, false, true, false, false, true, true, false, false
251, false, false, true, true, false, true, false, false, false, true
252, true, false, false, true, false, true, true, false, false, false
253, true, false, false, true, true, false, false, true, true, false
254, true, false, true, true, false, true, false, false, false, true
255, false, true, false, false, true, false, false, true, false, false
256, true, true, false, false, false, true, true, true, true, true
257, false, true, false, true, true, true, false, true, true, true
258, true, false, true, false, true, true, false, true, true, true
259, false, false, false, true, false, true, true, false, true, true
260, true, true, true, false, false, true, true, true, true, false
261, false, true, false, true, true, false, true, false, false, true
262, false, false, true, false, true, false, false, false, false, false
263, false, false, true, true, true, false, false, true, true, true
264, true, true, false, false, true, true, true, true, true, true
265, true, false, false, false, false, true, true, true, true, false
266, true, true, true, true, true, true, false, true, true, true
267, false, true, true, true, false, true, false, true, false, false
268, false, true, true, false, false, false, true, true, true, true
269, true, true, true, true, true, false, true, true, true, true
270, true, true, false, false, false, false, true, true, true, false
271, true, true, true, false, false, false, false, true, true, true
272, false, true, true, true, false, true, true, false, false, false
273, true, true, false, true, true, false, false, true, false, false
274, false, false, true, true, true, false, false, false, false, true
275, false, true, false, true, true, false, true, true, false, false
276, false, false, true, true, true, true, true, false, true, false
277, true, false, false, false, false, false, false, false, true, true
278, true, true, false, true, false, true, true, false, false, true
279, true, false, true, true, false, false, false, false, false, true
280, true, false, true, true, true, false, true, true, true, true
281, false, true, true, false, true, false, false, true, true, true
282, false, false, false, false, true, false, true, true, false, false
283, false, false, true, true, true, true, true, false, false, true
284, true, false, true, true, true, false, false, false, true, true
285, true, false, false, true, true, true, true, true, false, true
286, true, false, true, true, false, false, true, true, false, false
287, true, false, false, true, true, true, false, false, false, true
288, false, false, true, false, false, false, true, false, true, true
289, false, false, true, false, false, true, true, false, true, true
290, false, true, true, true, true, true, true, true, true, true
291, false, false, false, true, false, false, false, false, false, true
292, true, false, true, true, true, true, true, true, true, true
293, true, false, true, false, true, true, true, true, false, false
294, true, true, true, true, false, false, true, false, false, false
295, true, false, true, false, true, true, false, true, false, true
296, true, false, false, true, true, false, false, false, true, true
297, false, false, true, true, false, true, false, false, false, false
298, true, true, true, false, false, true, true, false, false, true
299, true, true, false, true, true, true, true, true, true, false
300, true, true, true, false, false, false, true, false, false, true
301, true, false, true, false, false, true, false, true, true, true
302, false, true, true, true, false, false, false, false, false, true
303, false, false, true, true, false, false, false, false, false, true
304, false, true, false, true, true, false, false, true, true, false
305, true, true, false, false, false, true, true, true, true, true
306, false, false, false, true, false, false, true, true, true, true
307, false, true, true, false, true, true, false, true, true, false
308, false, true, false, false, true, false, true, true, false, true
309, true, false, true, true, true, true, false, true, true, false
310, true, true, false, true, true, true, false, false, false, true
311, true, true, false, true, false, true, true, true, true, true
312, false, true, true, true, true, true, true, true, false, true
313, true, true, true, true, true, false, false, false, true, false
314, true, false, true, true, true, true, false, true, true, true
315, true, false, false, false, true, false, true, true, false, false
316, false, true, false, false, false, true, false, true, true, true
317, true, false, true, false, true, false, false, true, true, false
318, false, true, false, true, false, true, true, true, false, false
319, true, true, false, true, true, true, false, true, true, true
320, true, false, true, false, true, false, false, false, false, true
321, false, false, false, false, true, true, false, false, true, false
322, true, true, false, false, false, true, false, true, true, true
323, false, false, true, false, false, true, false, true, false, false
324, true, true, false, true, true, true, false, false, true, false
325, false, false, false, true, true, false, true, true, true, false
326, false, true, true, false, false, false, true, false, true, false
327, true, true, false, false, true, true, true, true, true, true
328, true, true, false, false, false, false, true, true, true, false
329, false, true, true, false, true, true, true, false, false, true
330, true, true, false, true, false, true, true, false, true, true
331, false, false, true, false, false, true, true, true, false, true
332, false, true, false, true, true, false, false, true, false, false
333, true, false, true, true, false, true, true, false, true, true
334, false, true, true, true, true, false, true, false, true, false
335, false, true, false, false, true, true, true, false, true, false
336, true, false, false, true, true, false, false, true, false, true
337, false, true, false, false, true, false, false, false, false, false
338, false, true, false, false, true, false, false, true, true, true
339, true, true, true, false, true, false, true, false, true, true
340, true, false, false, true, false, true, true, true, true, true
341, true, false, true, true, true, false, false, true, false, false
342, true, true, false, false, true, true, false, false, false, true
343, true, true, false, true, true, false, true, false, true, false
344, false, false, false, true, false, true, true, true, false, true
345, false, false, false, true, false, true, true, false, false, true
346, false, false, true, false, false, false, true, false, false, true
347, true, false, false, false, true, true, true, false, true, true
348, true, true, true, false, false, false, false, false, true, true
349, true, false, true, false, true, false, true, false, true, false
350, false, false, false, false, true, true, true, true, true, true
351, true, false, false, true, true, false, true, true, true, true
352, true, true, true, true, true, true, false, true, true, true
353, false, true, false, true, true, true, true, true, true, false
354, true, true, true, false, false, false, false, false, true, false
355, false, false, false, true, true, false, true, true, true, true
356, false, true, true, false, false, true, true, false, false, true
357, false, true, false, true, false, true, false, false, false, false
358, false, true, true, false, false, true, false, true, false, false
359, true, true, true, true, false, true, false, false, true, false
360, true, true, false, true, false, true, false, false, true, false
361, true, false, false, true, true, false, true, true, false, true
362, true, false, true, false, false, true, false, true, true, false
363, true, true, false, true, false, false, true, false, true, false
364, false, false, true, false, false, false, false, true, true, true
365, false, false, true, false, false, true, true, true, true, false
366, true, false, false, true, false, false, false, true, true, false
367, true, false, true, false, false, true, false, false, true, true
368, true, true, true, true, true, true, true, false, false, false
369, false, true, false, false, true, true, true, true, true, false
370, false, true, true, true, true, true, false, false, false, true
371, false, true, false, false, false, false, false, true, false, false
372, true, false, true, true, true, true, true, true, false, true
373, true, true, false, true, true, true, false, true, true, true
374, true, false, true, true, true, true, true, true, false, true
375, false, false, false, true, true, true, true, false, false, false
376, true, true, true, false, true, true, false, false, true, true
377, true, false, false, true, false, true, true, true, false, true
378, true, true, true, true, true, false, false, false, false, true
379, true, false, true, false, true, false, true, true, false, true
380, false, false, false, false, false, true, false, true, false, true
381, true, true, true, true, false, false, true, true, true, true
382, false, false, true, true, true, true, true, true, true, true
383, true, true, false, true, false, false, false, true, false, false
384, false, true, true, true, true, true, true, false, true, false
385, true, true, false, true, true, true, true, true, true, true
386, false, true, false, true, true, false, false, false, true, true
387, true, false, true, true, false, false, false, false, true, false
388, true, true, true, false, false, false, true, false, true, false
389, false, true, false, true, true, true, true, false, true, false
390, true, true, true, false, true, false, true, true, true, false
391, false, true, false, false, true, true, false, true, false, true
392, false, false, true, true, true, false, false, false, false, false
393, true, false, false, true, true, false, true, true, true, true
394, true, false, true, true, false, true, true, true, false, true
395, false, true, false, true, true, true, true, true, true, true
396, false, false, true, true, false, true, false, false, false, false
397, true, true, true, false, true, false, true, true, true, true
398, false, true, true, true, true, true, true, false, false, true
399, true, false, false, false, true, false, false, true, false, true
400, false, false, true, true, false, true, true, true, true, true
401, false, true, false, true, true, true, true, false, false, true
402, true, true, false, false, true, false, true, false, false, true
403, true, true, true, true, false, false, true, true, true, false
404, false, true, true, true, false, false, true, true, true, false
405, true, false, false, false, true, false, true, false, true, false
406, true, false, true, true, false, true, false, true, true, true
407, true, false, true, true, false, false, true, false, true, false
408, false, true, true, false, false, true, true, true, false, true
409, false, true, true, false, true, true, true, false, false, true
410, false, true, true, false, false, true, false, false, true, true
411, false, false, false, true, false, true, false, false, false, false
412, true, true, true, true, true, false, true, true, true, false
413, false, true, true, false, false, false, false, true, true, true
414, false, true, true, true, true, true, true, true, false, false
415, false, false, false, false, true, false, true, false, false, false
416, true, true, true, false, false, true, true, true, false, true
417, true, true, false, true, true, true, false, true, false, false
418, false, true, false, true, false, true, true, false, true, true
419, false, false, false, false, true, true, true, false, false, true
420, true, false, false, true, false, true, true, true, true, false
421, true, true, false, false, false, true, false, true, true, true
422, false, false, false, false, false, false, false, true, true, true
423, true, false, false, false, true, false, true, false, true, false
424, false, false, false, true, true, true, false, true, true, true
425, false, false, true, false, false, true, false, false, true, true
426, true, true, false, false, true, false, false, false, true, true
427, true, true, true, false, true, true, true, true, true, true
428, true, false, true, true, true, true, true, true, true, true
429, true, true, true, true, true, true, false, true, false, true
430, true, true, false, false, false, true, true, true, false, false
431, true, false, true, false, true, false, true, true, false, true
432, true, true, true, true, false, false, true, false, true, true
433, true, true, false, true, false, false, false, true, true, true
434, true, false, true, false, true, true, false, true, true, true
435, true, true, true, true, false, true, true, false, false, false
436, true, true, true, true, false, false, false, false, false, false
437, true, true, false, false, true, true, false, true, true, false
438, false, false, true, true, false, false, false, false, true, false
439, true, false, true, true, true, false, true, true, false, true
440, false, false, false, true, false, true, true, true, false, false
441, true, false, false, true, true, true, true, false, true, false
442, false, false, true, true, true, true, false, true, true, true
443, false, true, true, false, false, true, false, false, false, true
444, true, true, true, false, false, true, false, true, false, true
445, true, false, false, true, false, true, false, true, true, true
446, false, true, false, true, false, false, false, false, true, false
447, false, true, true, false, true, true, true, true, true, false
448, false, false, false, false, true, true, true, true, true, false
449, true, false, false, false, true, true, false, true, false, true
450, false, true, false, false, true, true, true, true, true, false
451, false, true, true, true, true, false, false, true, true, false
452, false, true, true, false, false, true, true, false, true, true
453, false, false, false, false, true, true, false, true, false, true
454, true, false, true, true, false, true, false, false, true, false
455, true, true, true, false, true, true, true, true, true, true
456, false, false, false, false, false, true, true, true, false, true
457, false, false, false, false, true, true, true, true, true, false
458, true, true, false, false, false, false, false, true, false, false
459, true, false, false, true, true, true, true, true, true, true
460, true, true, true, false, false, false, false, true, true, false
461, true, true, true, true, false, true, false, false, true, false
462, false, false, false, true, true, false, true, true, true, false
463, false, false, false, true, false, false, true, false, true, false
464, false, true, true, false, true, true, false, false, true, true
465, true, false, false, false, false, false, false, true, false, true
466, true, false, true, true, true, false, true, true, true, true
467, true, true, true, true, true, true, true, false, false, false
468, true, true, true, true, true, false, true, false, false, false
469, false, false, true, false, true, false, false, true, true, false
470, true, true, false, false, true, true, true, true, false, false
471, false, true, true, true, false, true, false, true, true, true
472, true, false, false, true, true, true, false, false, true, false
473, false, true, false, true, false, true, false, false, false, true
474, true, true, true, true, false, false, true, false, true, false
475, false, true, false, true, false, false, true, true, true, true
476, true, false, true, false, true, true, true, true, false, true
477, false, true, true, false, false, false, true, true, true, true
478, true, false, true, true, false, true, true, true, false, false
479, false, false, true, true, false, true, true, true, false, true
480, true, true, true, false, true, true, true, true, false, false
481, true, false, false, true, true, false, true, false, false, false
482, true, true, false, true, true, true, true, true, true, false
483, false, true, false, true, false, false, true, false, false, true
484, false, true, true, true, false, true, false, true, false, true
485, true, false, false, false, true, true, false, false, true, true
486, true, true, false, true, false, false, true, false, true, true
487, true, true, true, false, true, false, false, true, false, false
488, true, true, true, true, true, false, false, false, false, true
489, true, true, true, true, false, true, true, true, true, true
490, false, true, true, true, false, true, true, false, false, false
491, false, true, false, false, true, true, false, true, false, false
492, false, true, false, false, true, true, false, false, false, true
493, false, false, true, true, true, false, true, true, true, true
494, false, true, false, false, true, false, true, true, false, false
495, false, false, false, true, true, true, true, false, true, false
496, true, false, true, false, true, false, false, true, true, true
497, true, false, true, false, true, true, false, true, false, false
498, true, true, true, false, false, false, false, false, false, false
499, false, false, true, true, true, true, false, false, false, false
500, true, true, false, false, false, true, true, false, false, true
501, false, false, false, true, true, true, true, true, false, true
502, false, false, false, false, true, true, true, false, false, false
503, false, true, true, true, false, true, true, true, false, true
504, true, true, true, true, false, true, true, true, true, false
505, true, false, false, true, true, false, false, false, false, true
506, false, true, true, true, false, false, true, false, false, false
507, false, true, true, false, false, true, true, false, false, true
508, false, false, false, true, true, true, true, true, false, false
509, false, true, false, true, false, true, false, false, false, false
510, true, false, true, true, true, true, true, true, false, true
511, true, false, true, false, false, true, false, false, true, false
512, false, false, true, true, false, true, false, true, true, true
513, false, true, false, true, true, true, true, false, false, true
514, true, true, true, true, false, true, true, false, false, true
515, true, true, false, true, true, false, false, false, false, true
516, false, false, false, true, false, true, false, true, true, true
517, true, false, false, false, true, false, true, true, true, true
518, false, true, false, false, true, false, false, true, true, false
519, true, false, false, false, false, true, false, true, false, false
520, true, false, false, false, false, true, true, false, false, false
521, true, true, true, false, true, false, true, false, true, false
522, false, false, false, false, true, true, false, false, false, false
523, false, true, true, false, true, false, true, true, true, false
524, true, true, false, false, true, true, true, true, false, false
525, false, true, true, true, false, false, false, true, false, false
526, true, false, true, false, false, false, false, true, false, true
527, false, true, false, false, false, false, true, false, true, true
528, false, true, false, false, true, true, false, true, true, true
529, true, true, true, true, false, true, false, false, true, false
530, true, true, false, false, true, false, false, true, false, true
531, true, false, true, true, true, true, false, false, false, true
532, true, false, true, true, false, true, true, false, true, false
533, true, true, false, true, false, true, false, true, false, true
534, false, false, true, false, false, false, true, false, false, true
535, true, true, false, false, true, true, true, true, true, true
536, true, false, true, true, true, true, false, false, true, false
537, true, false, true, true, false, true, true, true, false, false
538, false, true, true, false, false, true, true, false, true, false
539, true, false, false, true, true, true, false, true, true, false
540, true, false, true, true, false, true, true, false, false, true
541, true, true, true, false, true, true, false, true, true, true
542, false, true, true, true, false, true, false, false, false, true
543, true, false, false, false, true, true, true, true, true, false
544, false, false, true, true, true, false, false, true, false, true
545, false, false, false, true, true, false, true, false, true, true
546, false, true, true, true, true, true, false, true, true, false
547, false, false, false, false, true, false, false, true, true, true
548, true, false, true, false, true, false, false, true, false, true
549, true, true, true, false, false, true, false, true, false, true
550, true, true, false, false, false, true, true, true, true, false
551, false, false, true, false, true, true, false, false, true, false
552, true, true, true, false, false, false, true, true, true, false
553, false, true, true, true, false, true, true, true, true, true
554, true, true, true, true, true, true, true, true, true, false
555, true, false, true, false, false, true, false, true, true, false
556, true, false, false, false, true, false, false, true, false, false
557, true, false, false, true, true, true, true, false, false, true
558, false, true, true, false, false, false, false, true, true, false
559, true, false, true, true, true, false, true, false, true, true
560, false, true, false, true, false, false, true, false, true, false
561, true, true, true, false, false, true, false, true, true, true
562, false, true, false, false, true, true, false, false, true, true
563, true, true, true, false, false, true, true, true, true, true
564, true, true, false, false, true, true, false, false, true, true
565, true, true, false, true, true, false, true, true, true, false
566, false, true, false, true, false, false, true, false, true, false
567, true, false, true, false, false, true, true, true, false, true
568, true, true, true, false, true, true, true, false, false, false
569, false, false, true, true, false, true, false, true, true, true
570, true, false, true, true, false, false, true, true, false, true
571, true, false, false, true, false, true, false, false, false, false
572, true, false, true, false, false, true, true, true, true, true
573, false, false, false, false, false, true, false, true, false, false
574, false, true, true, true, true, true, false, false, true, false
575, true, true, false, true, false, true, true, false, false, false
576, true, false, true, false, false, false, false, false, true, false
577, true, true, true, true, false, false, true, false, true, true
578, true, false, true, false, true, true, false, true, false, true
579, true, true, false, true, true, false, false, false, true, false
580, true, true, false, true, true, true, false, true, true, true
581, true, false, false, false, true, false, false, true, false, false
582, false, true, true, false, true, false, true, false, true, false
583, true, false, false, false, false, true, false, true, false, true
584, true, false, false, true, true, true, true, false, true, true
585, false, true, true, true, true, true, true, true, false, false
586, false, true, false, true, false, true, false, true, true, false
587, true, true, false, true, true, false, false, true, false, true
588, false, true, true, false, false, false, true, true, false, true
589, true, false, false, false, true, true, true, true, true, false
590, true, true, false, false, true, true, true, true, true, true
591, true, false, true, true, true, false, false, true, true, false
592, true, true, true, true, true, false, true, true, false, true
593, false, false, true, false, true, false, true, true, false, false
594, false, false, true, true, false, false, true, true, false, true
595, true, true, true, false, true, false, false, true, true, true
596, true, false, true, false, true, false, true, true, true, false
597, true, true, true, true, true, true, false, false, true, true
598, true, false, false, true, false, true, true, true, true, true
599, true, true, true, true, true, true, false, false, true, true
600, true, true, true, true, true, true, true, true, true, true
601, false, true, true, true, true, true, true, true, false, false
602, false, false, true, true, false, true, true, true, false, false
603, true, true, true, true, false, true, true, true, true, true
604, true, true, true, true, false, true, true, true, true, true
605, true, true, true, false, true, true, true, false, false, true
606, true, false, true, true, true, true, false, true, true, true
607, true, false, true, true, true, true, true, false, true, true
608, true, false, false, true, true, true, true, true, true, false
609, false, true, true, true, false, true, true, false, true, true
610, true, true, true, true, true, true, false, true, true, false
611, true, true, true, true, true, true, false, true, true, true
612, true, true, true, false, false, true, true, true, true, true
613, true, false, true, true, true, true, true, true, true, true
614, true, true, true, true, true, true, true, true, true, true
615, true, true, true, false, true, true, true, true, true, true
616, true, true, true, true, true, false, true, true, true, true
617, true, true, true, true, true, true, true, true, true, true
618, true, true, true, true, true, true, true, true, true, true
619, true, true, true, true, true, true, true, true, true, true
620, true, true, true, true, true, true, true, true, true, true
621, true, true, true, true, true, true, true, true, true, true
622, true, true, true, true, true, true, true, true, true, true
623, true, true, true, true, true, true, true, true, true, true
624, true, true, true, true, true, true, true, true, true, true
625, true, true, true, true, true, true, true, true, true, true
626, true, true, true, true, true, true, true, true, true, true
627, true, true, true, true, true, true, true, true, true, true
628, true, true, true, true, true, true, true, true, true, true
629, true, true, true, true, true, true, true, true, true, true
630, true, true, true, true, true, true, true, true, true, true
631, true, true, true, true, true, true, true, true, true, true
